CMPLNT_NUM,ADDR_PCT_CD,BORO_NM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,CRM_ATPT_CPTD_CD,HADEVELOPT,HOUSING_PSA,JURISDICTION_CODE,JURIS_DESC,KY_CD,LAW_CAT_CD,LOC_OF_OCCUR_DESC,OFNS_DESC,PARKS_NM,PATROL_BORO,PD_CD,PD_DESC,PREM_TYP_DESC,RPT_DT,STATION_NAME,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,VIC_AGE_GROUP,VIC_RACE,VIC_SEX,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
953439850,113,QUEENS,10/10/2019,22:30:00,10/10/2019,22:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO QUEENS SOUTH,349,"LARCENY,PETIT OF LICENSE PLATE",RESIDENCE-HOUSE,03/02/2020,,,,,,65+,BLACK,M,1049575,186099,40.67724270900004,-73.76449002899994,"(40.67724270900004, -73.76449002899994)"
466292504,14,MANHATTAN,10/10/2019,12:00:00,03/11/2020,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,407,"LARCENY,GRAND BY DISHONEST EMP",HOTEL/MOTEL,03/11/2020,,25-44,BLACK,F,,UNKNOWN,UNKNOWN,D,987608,215185,40.757317199000056,-73.98788055999995,"(40.757317199000056, -73.98788055999995)"
413143688,63,BROOKLYN,10/11/2019,03:00:00,10/12/2019,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,321,"LARCENY,PETIT FROM AUTO",PARKING LOT/GARAGE (PRIVATE),01/07/2020,,,,,,UNKNOWN,UNKNOWN,D,1002847,165839,40.621854907000056,-73.93301075699996,"(40.621854907000056, -73.93301075699996)"
541912067,109,QUEENS,10/11/2019,15:00:00,10/17/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO QUEENS NORTH,338,"LARCENY,PETIT FROM BUILDING,UN",HOTEL/MOTEL,01/15/2020,,,,,,25-44,WHITE,F,1032746,225285,40.78490665900005,-73.82487976999995,"(40.78490665900005, -73.82487976999995)"
431381315,20,MANHATTAN,10/11/2019,15:00:00,,,COMPLETED,,17402,2,N.Y. HOUSING POLICE,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,458,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - PUBLIC HOUSING,01/14/2020,,,,,,25-44,BLACK HISPANIC,F,987445,220978,40.77321755000003,-73.98846616499998,"(40.77321755000003, -73.98846616499998)"
150846743,49,BRONX,10/11/2019,16:45:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,117,FELONY,FRONT OF,DANGEROUS DRUGS,,PATROL BORO BRONX,519,SALE SCHOOL GROUNDS 4,STREET,01/21/2020,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,1021210,254202,40.86433129700004,-73.86637753399998,"(40.86433129700004, -73.86637753399998)"
718515788,90,BROOKLYN,10/11/2019,00:05:00,11/13/2019,08:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,351,MISDEMEANOR,FRONT OF,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",RESIDENCE - APT. HOUSE,01/23/2020,,,,,,UNKNOWN,UNKNOWN,D,1000364,195970,40.70456268800007,-73.94188308499997,"(40.70456268800007, -73.94188308499997)"
152154341,43,BRONX,10/11/2019,09:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BRONX,739,"FRAUD,UNCLASSIFIED-FELONY",CHAIN STORE,01/28/2020,,18-24,WHITE HISPANIC,M,,45-64,WHITE HISPANIC,F,1023380,239329,40.823499964000064,-73.85861898699994,"(40.823499964000064, -73.85861898699994)"
973747208,109,QUEENS,10/11/2019,12:00:00,01/17/2020,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO QUEENS NORTH,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",RESIDENCE-HOUSE,01/28/2020,,,,,,25-44,ASIAN / PACIFIC ISLANDER,F,1036011,221001,40.77312971700008,-73.81312271499998,"(40.77312971700008, -73.81312271499998)"
705187388,44,BRONX,10/11/2019,13:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,01/24/2020,,UNKNOWN,UNKNOWN,U,,18-24,BLACK,M,1007715,241546,40.82964049900005,-73.91521114499993,"(40.82964049900005, -73.91521114499993)"
442939921,32,MANHATTAN,10/11/2019,10:00:00,01/30/2020,13:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN NORTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,01/30/2020,,UNKNOWN,UNKNOWN,U,,65+,BLACK,M,999565,236789,40.81660177300005,-73.94467185399996,"(40.81660177300005, -73.94467185399996)"
960113034,50,BRONX,10/11/2019,18:00:00,02/02/2020,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BRONX,313,"LARCENY,PETIT BY FALSE PROMISE",RESIDENCE - APT. HOUSE,02/02/2020,,,,,,45-64,BLACK,F,1010074,270045,40.90785494500005,-73.90657712599993,"(40.90785494500005, -73.90657712599993)"
925423354,73,BROOKLYN,10/11/2019,08:05:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,01/30/2020,SUTTER AVENUE-RUTLAND ROAD,25-44,BLACK,M,32,UNKNOWN,UNKNOWN,E,1005571,181640,40.66521910700004,-73.92314834999998,"(40.66521910700004, -73.92314834999998)"
463287918,63,BROOKLYN,10/11/2019,13:00:00,12/09/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",RESIDENCE-HOUSE,02/14/2020,,,,,,65+,WHITE,F,1004979,160287,40.60661108400007,-73.92534784799993,"(40.60661108400007, -73.92534784799993)"
343032218,90,BROOKLYN,10/11/2019,14:00:00,10/11/2019,19:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO BKLYN NORTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,02/16/2020,,,,,,25-44,ASIAN / PACIFIC ISLANDER,M,1002362,195620,40.703598157000044,-73.93467784299997,"(40.703598157000044, -73.93467784299997)"
944000910,50,BRONX,10/11/2019,12:00:00,03/06/2020,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE - APT. HOUSE,03/06/2020,,,,,,18-24,BLACK HISPANIC,F,1010693,261724,40.88501463000005,-73.90437061299998,"(40.88501463000005, -73.90437061299998)"
502406077,113,QUEENS,10/11/2019,14:30:00,11/20/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,PATROL BORO QUEENS SOUTH,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",RESIDENCE-HOUSE,03/02/2020,,,,,,18-24,BLACK,M,1049842,182564,40.66753798700007,-73.76356183699994,"(40.66753798700007, -73.76356183699994)"
506968702,44,BRONX,10/11/2019,00:01:00,10/12/2019,00:01:00,COMPLETED,CLAREMONT REHAB (GROUP 4),36427,2,N.Y. HOUSING POLICE,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO BRONX,175,"SEXUAL ABUSE 3,2",RESIDENCE - PUBLIC HOUSING,03/09/2020,,,,,,<18,WHITE HISPANIC,F,1006434,244344,40.83732351100008,-73.91983075699994,"(40.83732351100008, -73.91983075699994)"
838919377,5,MANHATTAN,10/11/2019,12:00:00,02/21/2020,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN SOUTH,339,"LARCENY,PETIT FROM OPEN AREAS,",PUBLIC BUILDING,03/23/2020,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,M,982559,199560,40.714430898000046,-74.00610127799997,"(40.714430898000046, -74.00610127799997)"
337102450,20,MANHATTAN,10/12/2019,11:00:00,12/22/2019,15:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE - APT. HOUSE,01/03/2020,,,,,,45-64,WHITE,M,991040,225092,40.78450736500002,-73.97548255699996,"(40.78450736500002, -73.97548255699996)"
334709128,77,BROOKLYN,10/12/2019,15:07:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BKLYN NORTH,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,01/02/2020,UTICA AVE.-CROWN HEIGHTS,25-44,BLACK,M,32,UNKNOWN,UNKNOWN,E,1003358,182945,40.66880609300006,-73.93112156699993,"(40.66880609300006, -73.93112156699993)"
674978206,19,MANHATTAN,10/12/2019,12:00:00,12/05/2019,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN NORTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE - APT. HOUSE,01/20/2020,,UNKNOWN,UNKNOWN,U,,65+,UNKNOWN,F,993791,217768,40.764402362000055,-73.96555901099998,"(40.764402362000055, -73.96555901099998)"
254404316,1,MANHATTAN,10/12/2019,12:00:00,12/31/2019,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO MAN SOUTH,407,"LARCENY,GRAND BY DISHONEST EMP",DEPARTMENT STORE,01/20/2020,,18-24,BLACK,F,,UNKNOWN,UNKNOWN,D,984722,202914,40.723636973000055,-73.99829859799998,"(40.723636973000055, -73.99829859799998)"
720264810,70,BROOKLYN,10/12/2019,18:29:00,10/12/2019,18:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,113,"MENACING,UNCLASSIFIED",RESIDENCE - APT. HOUSE,01/17/2020,,25-44,WHITE,M,,25-44,WHITE,F,994965,166160,40.62274902300004,-73.96140302499998,"(40.62274902300004, -73.96140302499998)"
471247581,115,QUEENS,10/12/2019,16:00:00,10/12/2019,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,REAR OF,PETIT LARCENY,,PATROL BORO QUEENS NORTH,339,"LARCENY,PETIT FROM OPEN AREAS,",RESIDENCE-HOUSE,02/27/2020,,45-64,UNKNOWN,M,,45-64,WHITE HISPANIC,M,1017060,215503,40.758129792000034,-73.88157043499997,"(40.758129792000034, -73.88157043499997)"
412061293,23,MANHATTAN,10/12/2019,16:13:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO MAN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,03/14/2020,,45-64,BLACK,F,,45-64,BLACK HISPANIC,F,1001162,228309,40.79332359600005,-73.938923619,"(40.79332359600005, -73.938923619)"
296802257,69,BROOKLYN,10/13/2019,08:00:00,10/20/2019,08:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",RESIDENCE-HOUSE,01/10/2020,,,,,,65+,BLACK,M,1011107,169596,40.63214589000006,-73.90324140299998,"(40.63214589000006, -73.90324140299998)"
744466378,9,MANHATTAN,10/13/2019,00:00:00,10/13/2019,02:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,233,MISDEMEANOR,INSIDE,SEX CRIMES,,PATROL BORO MAN SOUTH,175,"SEXUAL ABUSE 3,2",BAR/NIGHT CLUB,01/10/2020,,UNKNOWN,WHITE,M,,18-24,UNKNOWN,F,987624,203977,40.72655401900005,-73.98782842699995,"(40.72655401900005, -73.98782842699995)"
261768086,33,MANHATTAN,10/13/2019,16:00:00,01/14/2020,10:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO MAN NORTH,101,ASSAULT 3,STREET,01/14/2020,,18-24,BLACK HISPANIC,M,,18-24,BLACK HISPANIC,F,1000669,243398,40.834739615000046,-73.94066718299997,"(40.834739615000046, -73.94066718299997)"
442633978,113,QUEENS,10/13/2019,03:52:00,10/13/2019,04:22:00,COMPLETED,,,0,N.Y. POLICE DEPT,114,FELONY,FRONT OF,ARSON,,PATROL BORO QUEENS SOUTH,264,"ARSON, MOTOR VEHICLE 1 2 3 & 4",STREET,01/13/2020,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,M,1053091,191025,40.69073675900006,-73.75176379199996,"(40.69073675900006, -73.75176379199996)"
948640760,69,BROOKLYN,10/13/2019,09:40:00,01/30/2020,19:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,107,FELONY,INSIDE,BURGLARY,,PATROL BORO BKLYN SOUTH,221,"BURGLARY,RESIDENCE,DAY",RESIDENCE-HOUSE,01/31/2020,,UNKNOWN,UNKNOWN,U,,65+,BLACK,M,1014379,170330,40.63415003800003,-73.89144981899994,"(40.63415003800003, -73.89144981899994)"
293117333,46,BRONX,10/13/2019,07:14:00,,,COMPLETED,,,1,N.Y. TRANSIT POLICE,121,FELONY,,CRIMINAL MISCHIEF & RELATED OF,,PATROL BORO BRONX,273,"TAMPERING 1,CRIMINAL",TRANSIT - NYC SUBWAY,02/17/2020,FORDHAM ROAD,25-44,WHITE HISPANIC,M,11,UNKNOWN,UNKNOWN,E,1012539,253107,40.86135789900004,-73.89773096099998,"(40.86135789900004, -73.89773096099998)"
826048836,47,BRONX,10/13/2019,21:00:00,10/13/2019,21:36:00,COMPLETED,,,0,N.Y. POLICE DEPT,344,MISDEMEANOR,INSIDE,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BRONX,101,ASSAULT 3,RESIDENCE-HOUSE,02/25/2020,,25-44,BLACK,M,,18-24,BLACK,F,1023400,265246,40.89463417600007,-73.85839535199995,"(40.89463417600007, -73.85839535199995)"
201748859,5,MANHATTAN,10/13/2019,00:00:00,03/06/2020,07:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO MAN SOUTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",PUBLIC BUILDING,03/06/2020,,25-44,WHITE HISPANIC,M,,UNKNOWN,UNKNOWN,E,983903,200257,40.71634415200003,-74.00125319299997,"(40.71634415200003, -74.00125319299997)"
399916846,32,MANHATTAN,10/13/2019,00:01:00,,,COMPLETED,,4595,2,N.Y. HOUSING POLICE,365,MISDEMEANOR,INSIDE,ADMINISTRATIVE CODE,,PATROL BORO MAN NORTH,877,UNLAWFUL DISCLOSURE OF AN INTIMATE IMAGE,RESIDENCE - PUBLIC HOUSING,03/09/2020,,UNKNOWN,WHITE HISPANIC,M,,<18,WHITE HISPANIC,F,1000767,238054,40.820071677000044,-73.94032618999995,"(40.820071677000044, -73.94032618999995)"
236423383,106,QUEENS,10/13/2019,09:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO QUEENS SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE-HOUSE,03/10/2020,,UNKNOWN,UNKNOWN,U,,45-64,WHITE,F,1024966,179081,40.65812728000003,-73.85325321499994,"(40.65812728000003, -73.85325321499994)"
779766774,81,BROOKLYN,10/14/2019,15:00:00,,,COMPLETED,,,0,N.Y. POLICE DEPT,125,FELONY,INSIDE,NYS LAWS-UNCLASSIFIED FELONY,,PATROL BORO BKLYN NORTH,847,"NY STATE LAWS,UNCLASSIFIED FEL",RESIDENCE - APT. HOUSE,01/07/2020,,,,,,UNKNOWN,UNKNOWN,E,1005870,186814,40.679419849000055,-73.92205398799997,"(40.679419849000055, -73.92205398799997)"
471957213,46,BRONX,10/14/2019,02:00:00,10/14/2019,02:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BRONX,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,01/02/2020,,45-64,UNKNOWN,M,,18-24,BLACK HISPANIC,M,1005638,248319,40.84823568600007,-73.92269474099999,"(40.84823568600007, -73.92269474099999)"
545030685,1,MANHATTAN,10/14/2019,12:14:00,10/14/2019,13:14:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN SOUTH,338,"LARCENY,PETIT FROM BUILDING,UN",RESIDENCE - APT. HOUSE,01/13/2020,,UNKNOWN,UNKNOWN,U,,45-64,WHITE HISPANIC,F,981309,200788,40.71780113800003,-74.01061085699997,"(40.71780113800003, -74.01061085699997)"
586442933,62,BROOKLYN,10/14/2019,14:00:00,10/14/2019,14:05:00,COMPLETED,,,0,N.Y. POLICE DEPT,106,FELONY,INSIDE,FELONY ASSAULT,,PATROL BORO BKLYN SOUTH,105,STRANGULATION 1ST,RESIDENCE - APT. HOUSE,01/11/2020,,25-44,WHITE HISPANIC,M,,25-44,WHITE HISPANIC,F,983393,158818,40.60260317900003,-74.00308766099994,"(40.60260317900003, -74.00308766099994)"
184638246,107,QUEENS,10/14/2019,14:00:00,02/03/2020,20:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO QUEENS SOUTH,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE - APT. HOUSE,02/04/2020,,45-64,WHITE HISPANIC,F,,45-64,WHITE,F,1036750,206999,40.73469350700003,-73.81056394999997,"(40.73469350700003, -73.81056394999997)"
377671036,61,BROOKLYN,10/14/2019,11:00:00,10/14/2019,11:37:00,COMPLETED,,,11,N.Y. STATE POLICE,344,MISDEMEANOR,,ASSAULT 3 & RELATED OFFENSES,,PATROL BORO BKLYN SOUTH,113,"MENACING,UNCLASSIFIED",HIGHWAY/PARKWAY,02/13/2020,,,,,,18-24,UNKNOWN,M,995122,155693,40.59401905900006,-73.96085431599995,"(40.59401905900006, -73.96085431599995)"
490623878,105,QUEENS,10/14/2019,18:00:00,10/14/2019,18:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,359,MISDEMEANOR,FRONT OF,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO QUEENS SOUTH,749,VIOLATION OF ORDER OF PROTECTI,RESIDENCE-HOUSE,02/27/2020,,,,,,18-24,BLACK,M,1052606,179361,40.65872558400008,-73.75363096499996,"(40.65872558400008, -73.75363096499996)"
510823895,26,MANHATTAN,10/14/2019,14:35:00,10/14/2019,21:45:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,,OFF. AGNST PUB ORD SENSBLTY &,ST. NICHOLAS PARK,PATROL BORO MAN NORTH,662,MATERIAL              OFFENSIV,PARK/PLAYGROUND,03/07/2020,,<18,BLACK,M,,<18,BLACK,F,999174,238490,40.82127120900003,-73.94608066499995,"(40.82127120900003, -73.94608066499995)"
925213744,79,BROOKLYN,10/15/2019,07:00:00,10/15/2019,17:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,FRONT OF,GRAND LARCENY,,PATROL BORO BKLYN NORTH,459,"LARCENY,GRAND FROM RESIDENCE/BUILDING,UNATTENDED, PACKAGE THEFT OUTSIDE",RESIDENCE - APT. HOUSE,01/07/2020,,UNKNOWN,UNKNOWN,U,,45-64,BLACK,F,997731,186926,40.679743399000074,-73.95139762099996,"(40.679743399000074, -73.95139762099996)"
275646150,90,BROOKLYN,10/15/2019,17:58:00,11/12/2019,09:10:00,COMPLETED,BORINQUEN PLAZA I,443,2,N.Y. HOUSING POLICE,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BKLYN NORTH,313,"LARCENY,PETIT BY FALSE PROMISE",RESIDENCE - PUBLIC HOUSING,01/09/2020,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,F,999673,195713,40.703858516000025,-73.94437590299998,"(40.703858516000025, -73.94437590299998)"
633491851,43,BRONX,10/15/2019,18:40:00,10/15/2019,23:59:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,01/07/2020,,UNKNOWN,UNKNOWN,U,,25-44,BLACK,M,1024114,245490,40.840406837000046,-73.85593033199996,"(40.840406837000046, -73.85593033199996)"
535084472,34,MANHATTAN,10/15/2019,19:00:00,12/17/2019,12:17:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,FRONT OF,PETIT LARCENY,,PATROL BORO MAN NORTH,303,"LARCENY,PETIT BY CHECK USE",RESIDENCE - APT. HOUSE,01/07/2020,,,,,,25-44,WHITE,F,1001818,248499,40.84873815900005,-73.93650161599999,"(40.84873815900005, -73.93650161599999)"
723291159,7,MANHATTAN,10/15/2019,12:00:00,01/15/2020,23:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/19/2020,,UNKNOWN,UNKNOWN,U,,18-24,WHITE HISPANIC,F,988470,201468,40.71966705800003,-73.98477772499997,"(40.71966705800003, -73.98477772499997)"
275012162,50,BRONX,10/15/2019,03:46:00,10/15/2019,04:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BRONX,333,"LARCENY,PETIT FROM STORE-SHOPL",CHAIN STORE,01/16/2020,,,,,,UNKNOWN,UNKNOWN,D,1010520,259396,40.87862551400008,-73.905005395,"(40.87862551400008, -73.905005395)"
334812687,75,BROOKLYN,10/15/2019,22:00:00,01/23/2020,14:54:00,COMPLETED,,,0,N.Y. POLICE DEPT,578,VIOLATION,INSIDE,HARRASSMENT 2,,PATROL BORO BKLYN NORTH,638,"HARASSMENT,SUBD 3,4,5",RESIDENCE - APT. HOUSE,01/23/2020,,25-44,UNKNOWN,F,,25-44,UNKNOWN,F,1012193,182072,40.666386429000056,-73.89927709799997,"(40.666386429000056, -73.89927709799997)"
955024036,18,MANHATTAN,10/15/2019,11:00:00,10/16/2019,09:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO MAN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,01/26/2020,,,,,,25-44,WHITE,F,986208,217302,40.76312824300004,-73.99293332199994,"(40.76312824300004, -73.99293332199994)"
599478225,114,QUEENS,10/15/2019,10:00:00,01/20/2020,10:30:00,COMPLETED,,,0,N.Y. POLICE DEPT,116,FELONY,INSIDE,SEX CRIMES,,PATROL BORO QUEENS NORTH,168,SODOMY 1,PUBLIC SCHOOL,02/05/2020,,<18,BLACK,M,,<18,WHITE HISPANIC,F,1007654,219564,40.76930608700008,-73.91550817999997,"(40.76930608700008, -73.91550817999997)"
892913043,50,BRONX,10/15/2019,12:00:00,02/02/2020,19:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,361,MISDEMEANOR,INSIDE,OFF. AGNST PUB ORD SENSBLTY &,,PATROL BORO BRONX,639,AGGRAVATED HARASSMENT 2,RESIDENCE - APT. HOUSE,02/03/2020,,18-24,WHITE,M,,18-24,WHITE HISPANIC,F,1008592,262687,40.88766380700008,-73.91196535299997,"(40.88766380700008, -73.91196535299997)"
718171515,66,BROOKLYN,10/15/2019,10:00:00,02/27/2020,11:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BKLYN SOUTH,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",RESIDENCE - APT. HOUSE,02/27/2020,,UNKNOWN,UNKNOWN,U,,UNKNOWN,UNKNOWN,D,984623,172738,40.640810715000036,-73.99865742899993,"(40.640810715000036, -73.99865742899993)"
824424628,44,BRONX,10/15/2019,18:56:00,01/31/2020,12:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,109,FELONY,INSIDE,GRAND LARCENY,,PATROL BORO BRONX,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",STORAGE FACILITY,03/05/2020,,,,,,25-44,WHITE HISPANIC,M,1008627,241071,40.828334290000036,-73.91191737799994,"(40.828334290000036, -73.91191737799994)"
707484574,70,BROOKLYN,10/15/2019,10:00:00,02/05/2020,16:00:00,COMPLETED,,,0,N.Y. POLICE DEPT,112,FELONY,INSIDE,THEFT-FRAUD,,PATROL BORO BKLYN SOUTH,739,"FRAUD,UNCLASSIFIED-FELONY",RESIDENCE - APT. HOUSE,03/12/2020,,UNKNOWN,UNKNOWN,U,,25-44,WHITE,F,993323,169051,40.63068604400007,-73.96731407999994,"(40.63068604400007, -73.96731407999994)"
332987800,71,BROOKLYN,10/15/2019,08:00:00,10/16/2019,08:10:00,COMPLETED,,,0,N.Y. POLICE DEPT,341,MISDEMEANOR,INSIDE,PETIT LARCENY,,PATROL BORO BKLYN SOUTH,352,"LARCENY,PETIT FROM BUILDING,UNATTENDED, PACKAGE THEFT INSIDE",RESIDENCE - APT. HOUSE,03/15/2020,,UNKNOWN,BLACK,M,,45-64,BLACK,M,998069,181177,40.66396316100002,-73.95019079599997,"(40.66396316100002, -73.95019079599997)"
131984108,41,BRONX,10/15/2019,17:20:00,10/15/2019,17:20:00,COMPLETED,,,72,DEPT OF CORRECTIONS,359,MISDEMEANOR,INSIDE,OFFENSES AGAINST PUBLIC ADMINI,,PATROL BORO BRONX,759,"PUBLIC ADMINISTATION,UNCLASS M",OTHER,03/10/2020,,25-44,BLACK,M,,UNKNOWN,UNKNOWN,E,1016268,227533,40.791151867000046,-73.884371919,"(40.791151867000046, -73.884371919)"
